id,name,now_cost,position,team,red_cards,transfers_in_event,assists,saves,transfers_out,bonus,clean_sheets_per_90,cost_change_start,cost_change_event,starts,corners_and_indirect_freekicks_order,direct_freekicks_order,selected_rank_type,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,ict_index_rank_type,selected_rank,form_rank_type,creativity_rank_type,ep_this,cost_change_event_fall,points_per_game_rank,ict_index,threat,ict_index_rank,now_cost_rank_type,expected_assists_per_90,influence_rank_type,expected_goals_conceded,chance_of_playing_this_round,penalties_missed,web_name,selected_by_percent,expected_goals_per_90,chance_of_playing_next_round,saves_per_90,points_per_game_rank_type,clean_sheets,threat_rank_type,own_goals,expected_goals,news,news_added,form_rank,penalties_order,value_form,transfers_in,form,creativity,value_season,bps,goals_conceded,yellow_cards,goals_scored,expected_goal_involvements,influence_rank,creativity_rank,points_per_game,influence,minutes,penalties_saved,status,expected_assists,transfers_out_event,starts_per_90,threat_rank,cost_change_start_fall,dreamteam_count,in_dreamteam,ep_next,event_points,total_points,expected_goals_conceded_per_90
393,Teden Mengi,39,DEF,Luton,0,7063,0,0,41016,0,0.0,-1,0,5,,,67,0.03,733,1.57,105,173,61,141,0.5,0,322,13.1,18.0,300,233,0.01,86,12.19,,0,Mengi,1.1,0.02,,0.0,106,0,96,0,0.11,,,203,,0.4,123065,1.5,3.4,2.3,65,9,0,0,0.14,210,386,1.3,108.4,515,0,a,0.03,1653,0.87,298,1,0,False,1.0,2,9,2.13
553,Ryan Giles,43,DEF,Luton,0,53,0,0,15944,0,0.0,-2,0,3,2.0,,155,0.13,592,2.54,100,399,100,34,-0.5,0,370,15.1,17.0,286,150,0.11,122,7.44,,0,Giles,0.1,0.02,,0.0,129,0,99,0,0.06,,,303,,0.1,8680,0.5,89.8,1.4,48,8,0,0,0.41,319,146,1.0,43.4,283,0,a,0.35,119,0.95,304,2,0,False,0.0,1,6,2.37
575,Tom Lockyer,43,DEF,Luton,0,541,1,0,20888,1,0.0,-2,0,11,,,114,0.1,573,1.9,39,293,63,85,0.5,0,265,32.8,70.0,147,133,0.02,25,23.61,100.0,0,Lockyer,0.2,0.08,100.0,0.0,86,0,27,1,0.83,,2023-09-28T17:00:09.592247Z,205,,0.3,26227,1.5,35.7,4.7,135,20,3,1,1.04,77,272,1.8,222.0,945,0,a,0.21,538,1.05,156,2,0,False,1.0,1,20,2.25
582,Pelly Ruddock Mpanzu,47,MID,Luton,0,26,0,0,5533,0,0.0,-3,-1,5,,,195,0.31,316,1.61,133,541,122,116,0.0,1,303,14.1,38.0,293,206,0.23,140,12.99,,0,Mpanzu,0.0,0.08,,0.0,138,0,123,0,0.44,,,258,,0.2,2561,1.0,61.3,3.4,48,9,0,0,1.75,324,200,1.5,42.4,502,0,a,1.31,49,0.9,234,3,0,False,0.5,1,16,2.33
586,Tahith Chong,48,MID,Luton,0,267,0,0,14695,0,0.0,-2,0,5,,,141,0.18,301,2.06,114,432,58,137,1.5,0,272,20.9,91.0,236,198,0.04,103,12.55,,0,Chong,0.1,0.14,,0.0,120,0,77,0,0.84,,,116,,0.5,9373,2.5,42.5,3.8,44,12,2,1,1.08,256,250,1.8,79.2,525,0,a,0.24,176,0.86,126,2,0,False,2.0,1,18,2.15
602,Issa Kaboré,40,DEF,Luton,0,10628,2,0,500936,3,0.0,0,0,9,,,25,0.17,686,1.62,40,69,27,15,1.5,0,223,32.7,48.0,151,207,0.14,67,16.65,,0,Kaboré,6.0,0.03,,0.0,74,0,48,0,0.22,,,112,,0.6,525318,2.5,144.2,5.8,108,14,4,0,1.41,166,78,2.1,135.6,777,0,a,1.19,4906,1.04,201,0,0,False,2.0,1,23,1.93
614,Thomas Kaminski,45,GKP,Luton,0,823,0,43,25408,1,0.0,0,0,12,,,42,0.0,352,1.83,7,294,8,71,1.8,0,214,33.7,0.0,137,15,0.0,6,25.27,,0,Kaminski,0.2,0.0,,3.58,20,0,66,0,0.00,,,104,,0.6,30289,2.8,0.0,6.0,185,22,1,0,0.02,15,606,2.2,337.0,1080,0,a,0.02,298,1.0,593,0,0,False,2.3,3,27,2.11
630,Ross Barkley,49,MID,Luton,0,198,0,0,17900,0,0.0,-1,0,5,4.0,1.0,142,0.21,224,2.03,106,438,84,87,0.8,0,283,23.3,61.0,215,142,0.08,110,10.53,100.0,0,Barkley,0.1,0.13,100.0,0.0,128,0,102,0,0.64,,2023-09-16T23:30:07.302434Z,185,,0.4,5914,1.8,105.9,2.4,67,10,0,0,1.05,271,122,1.7,69.0,443,0,a,0.41,128,1.02,177,1,0,False,1.3,2,12,2.14
631,Jacob Brown,49,FWD,Luton,0,296,1,0,19714,0,0.0,-1,0,7,,,58,0.34,258,2.21,32,361,31,20,0.0,0,297,25.1,143.0,207,55,0.05,36,15.80,,0,Brown,0.1,0.29,,0.0,38,0,26,0,1.85,,,263,,0.2,20942,1.0,73.7,3.7,33,14,2,0,2.17,316,169,1.6,44.0,571,0,a,0.32,388,1.1,71,1,0,False,0.5,0,18,2.49
648,Aidan Francis-Clarke,40,DEF,Luton,0,0,0,0,1251,0,0.0,0,0,0,,,215,0.0,706,0.0,213,613,180,211,0.0,0,566,0.0,0.0,561,222,0.0,214,0.00,0.0,0,Francis-Clarke,0.0,0.0,0.0,0.0,210,0,204,0,0.00,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,492,,0.0,713,0.0,0.0,0.0,0,0,0,0,0.00,555,539,0.0,0.0,0,0,u,0.00,16,0.0,517,0,0,False,0.0,0,0,0.0
665,Tim Krul,44,GKP,Luton,0,66,0,0,2163,0,0.0,-1,0,0,,,70,0.0,472,0.0,80,531,79,66,-1.0,0,582,0.0,0.0,576,22,0.0,80,0.00,,0,Krul,0.0,0.0,,0.0,80,0,60,0,0.00,,,521,,0.0,2094,0.0,0.0,0.0,0,0,0,0,0.00,570,559,0.0,0.0,0,0,a,0.00,80,0.0,543,1,0,False,-0.5,0,0,0.0
682,Joseph Johnson,40,DEF,Luton,0,128,0,0,1690,0,0.0,0,0,0,,,200,0.0,709,0.0,216,538,183,214,-1.0,0,569,0.0,0.0,564,225,0.0,217,0.00,,0,Johnson,0.0,0.0,,0.0,213,0,207,0,0.00,,,495,,0.0,2941,0.0,0.0,0.0,0,0,0,0,0.00,558,542,0.0,0.0,0,0,a,0.00,79,0.0,520,0,0,False,-0.5,0,0,0.0
727,Andros Townsend,50,MID,Luton,0,117,1,0,360,0,0.53,0,0,2,2.0,,269,0.2,169,1.58,155,665,59,133,1.5,0,188,8.8,15.0,340,105,0.15,156,3.16,,0,Townsend,0.0,0.05,,0.0,83,1,163,0,0.09,,,117,,0.5,1182,2.5,45.1,2.0,41,3,0,0,0.37,357,242,2.5,28.0,171,0,a,0.28,55,1.05,322,0,0,False,2.0,2,10,1.66
729,Jayden Luker,45,MID,Luton,0,47,0,0,127,0,0.0,0,0,0,,,303,0.0,468,0.0,286,720,262,283,-1.0,0,689,0.0,0.0,688,274,0.0,282,0.00,,0,Luker,0.0,0.0,,0.0,287,0,280,0,0.00,,,649,,0.0,348,0.0,0.0,0.0,0,0,0,0,0.00,682,678,0.0,0.0,0,0,a,0.00,23,0.0,671,0,0,False,-0.5,0,0,0.0
734,Zack Nelson,45,MID,Luton,0,51,0,0,30,0,0.0,0,0,0,,,310,0.0,465,0.0,283,730,259,280,-1.0,0,686,0.0,0.0,685,271,0.0,279,0.00,,0,Nelson,0.0,0.0,,0.0,284,0,277,0,0.00,,,646,,0.0,149,0.0,0.0,0.0,0,0,0,0,0.00,679,675,0.0,0.0,0,0,a,0.00,11,0.0,668,0,0,False,-0.5,0,0,0.0
341,Manuel Akanji,49,DEF,Man City,1,24105,0,0,947239,1,0.33,-1,0,9,,,32,0.12,249,1.11,27,83,20,27,4.2,0,62,38.0,60.0,107,32,0.07,23,9.01,100.0,0,Akanji,4.9,0.05,100.0,0.0,13,3,39,0,0.41,,2023-11-08T09:00:09.507801Z,83,,0.7,882414,3.2,95.5,7.3,181,10,1,2,1.05,73,135,4.0,225.4,810,0,a,0.64,3349,1.0,181,1,0,False,3.7,6,36,1.0
342,Nathan Aké,50,DEF,Man City,0,3811,0,0,624667,2,0.16,0,0,6,,,29,0.24,177,0.98,41,78,30,59,3.5,0,92,32.6,126.0,153,22,0.05,55,4.80,100.0,0,Aké,5.3,0.19,75.0,0.0,24,1,7,0,1.14,Knock - 75% chance of playing,2023-11-13T01:00:09.634159Z,118,,0.5,613050,2.5,52.4,6.4,141,6,0,2,1.43,149,220,3.6,148.0,552,0,d,0.29,26323,0.98,96,0,0,False,2.2,0,32,0.78
343,Julián Álvarez,71,FWD,Man City,0,32038,6,0,1612229,11,0.46,6,-1,12,2.0,2.0,3,0.53,30,0.82,3,10,8,1,5.5,1,13,96.0,287.0,10,12,0.22,4,9.07,,0,J.Alvarez,32.2,0.31,,0.0,3,5,11,0,3.44,,,47,3.0,0.6,4165171,4.5,399.3,9.3,274,9,2,4,5.83,34,7,5.5,273.4,986,0,a,2.39,86971,1.1,25,-6,2,False,5.0,5,66,0.83
344,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,0,26043,3,0,454426,8,0.25,-2,0,8,,,35,0.44,54,1.11,24,122,3,19,8.5,0,15,66.4,142.0,34,32,0.34,16,7.97,100.0,0,Bernardo,2.3,0.1,100.0,0.0,8,2,44,0,0.84,,2023-09-20T09:00:09.855543Z,5,,1.2,208692,7.5,268.9,7.8,218,9,2,3,3.61,47,25,5.4,252.2,728,0,a,2.77,4051,0.99,72,2,2,False,8.0,7,49,0.99
345,Oscar Bobb,44,MID,Man City,0,273,2,0,5523,0,0.0,-1,0,0,,,165,1.07,548,1.73,158,486,117,134,2.0,0,184,8.1,8.0,350,305,1.07,155,0.36,,0,Bobb,0.1,0.0,,0.0,81,0,182,0,0.00,,,248,,0.2,7100,1.0,44.3,2.3,39,1,0,0,0.62,354,243,2.5,29.0,52,0,a,0.62,267,0.0,361,1,0,False,1.5,0,10,0.62
346,João Cancelo,58,DEF,Man City,0,0,0,0,269199,0,0.0,-2,0,0,,,66,0.0,72,0.0,241,168,236,241,0.0,0,733,0.0,0.0,734,5,0.0,241,0.00,0.0,0,Cancelo,1.1,0.0,0.0,0.0,240,0,241,0,0.00,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,724,,0.0,23685,0.0,0.0,0.0,0,0,0,0,0.00,734,734,0.0,0.0,0,0,u,0.00,650,0.0,734,2,0,False,0.0,0,0,0.0
347,Scott Carson,39,GKP,Man City,0,104,0,0,5235,0,0.0,-1,0,0,,,63,0.0,710,0.0,28,424,26,9,1.0,0,464,0.0,0.0,459,68,0.0,28,0.00,,0,Carson,0.1,0.0,,0.0,28,0,2,0,0.00,,,382,,0.0,5189,0.0,0.0,0.0,0,0,0,0,0.00,453,434,0.0,0.0,0,0,a,0.00,120,0.0,409,1,0,False,0.5,0,0,0.0
348,Shea Charles,45,MID,Man City,0,0,0,0,36,0,0.0,0,0,0,,,319,0.0,422,0.0,263,741,236,260,0.0,0,658,0.0,0.0,654,243,0.0,259,0.00,0.0,0,Charles,0.0,0.0,0.0,0.0,266,0,255,0,0.00,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,611,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,648,644,0.0,0.0,0,0,u,0.00,0,0.0,634,0,0,False,0.0,0,0,0.0
349,Kevin De Bruyne,102,MID,Man City,0,473,0,0,1285600,0,0.0,-3,0,1,1.0,1.0,42,0.73,4,0.0,195,142,321,171,0.0,0,435,2.2,1.0,421,2,0.65,203,0.10,0.0,0,De Bruyne,1.6,0.08,0.0,0.0,216,0,206,0,0.02,Hamstring injury - Expected back 16 Dec,2023-08-12T08:00:06.610027Z,738,4.0,0.0,11019,0.0,18.8,0.1,4,0,0,0,0.18,437,328,1.0,2.4,22,0,i,0.16,1118,4.09,408,3,0,False,0.0,0,1,0.41
350,Rúben Gato Alves Dias,55,DEF,Man City,0,8990,0,0,565499,1,0.33,0,0,9,,,16,0.1,99,1.09,54,52,59,61,2.8,0,171,27.9,69.0,186,7,0.06,50,9.28,,0,Rúben,7.4,0.04,,0.0,56,3,30,1,0.37,,,196,,0.3,507242,1.8,51.3,4.9,152,10,0,0,0.93,138,223,2.7,157.2,825,0,a,0.56,16964,0.98,161,0,0,False,2.3,0,27,1.01
352,Ederson Santana de Moraes,55,GKP,Man City,0,4230,0,19,902480,0,0.36,0,0,11,,,2,0.0,95,1.0,18,16,12,4,3.5,0,104,19.9,0.0,250,3,0.0,18,10.35,,0,Ederson M.,17.0,0.0,75.0,1.73,11,4,84,0,0.00,Foot injury - 75% chance of playing,2023-11-15T11:30:09.319940Z,120,,0.5,877901,2.5,10.0,6.7,192,11,2,0,0.02,107,367,3.4,191.4,990,0,d,0.02,27798,1.0,728,0,0,False,2.2,1,37,0.94
353,Phil Foden,75,MID,Man City,0,18452,3,0,1354962,6,0.39,0,0,10,3.0,,14,0.46,20,1.08,8,40,26,7,5.2,0,38,93.1,299.0,11,13,0.19,12,10.57,,0,Foden,9.8,0.27,,0.0,22,4,14,0,2.77,,,52,,0.6,1397884,4.2,360.2,7.3,227,11,1,3,4.67,37,11,4.6,269.8,920,0,a,1.90,22886,0.98,24,0,0,False,4.7,2,55,1.03
354,Jack Grealish,72,MID,Man City,0,1061,1,0,471796,2,0.55,-3,0,3,4.0,,40,0.44,26,0.83,82,138,143,63,1.8,0,249,30.6,109.0,167,15,0.29,113,4.15,100.0,0,Grealish,1.6,0.15,100.0,0.0,111,2,67,0,0.55,,2023-09-06T09:30:07.230998Z,296,,0.1,74477,0.8,130.9,1.9,61,3,3,0,1.60,279,88,2.0,66.0,325,0,a,1.05,2560,0.83,108,3,0,False,1.3,0,14,1.15
355,Erling Haaland,140,FWD,Man City,0,81672,3,0,1345401,14,0.35,0,0,12,,3.0,1,1.19,1,0.97,1,1,1,4,11.2,0,2,136.2,662.0,1,1,0.08,1,10.52,100.0,1,Haaland,83.2,1.11,100.0,0.0,1,4,1,0,12.62,,2023-11-04T18:30:07.898730Z,2,1.0,0.7,836610,10.2,171.6,6.9,375,11,0,13,13.56,1,61,8.0,526.4,1024,0,a,0.94,9454,1.05,1,0,4,True,10.7,16,96,0.92
356,Mateo Kovačić,48,MID,Man City,0,238,0,0,106623,0,0.48,-2,0,6,,,82,0.21,284,0.8,109,251,123,83,2.0,0,258,22.6,47.0,221,184,0.12,112,4.27,100.0,0,Kovačić,0.4,0.09,75.0,0.0,113,3,112,0,0.56,Muscle injury - 75% chance of playing,2023-11-14T11:30:09.729876Z,259,,0.2,37427,1.0,111.8,3.5,99,5,2,0,1.29,277,116,1.9,67.6,560,0,d,0.73,906,0.96,204,2,0,False,1.1,1,17,0.69
357,Aymeric Laporte,49,DEF,Man City,0,0,0,0,33968,0,0.0,-1,0,0,,,149,0.98,232,0.0,144,393,231,156,0.0,0,415,2.9,17.0,408,29,0.0,146,0.07,0.0,0,Laporte,0.1,0.98,0.0,0.0,137,0,103,0,0.12,Transferred to Al Nassr,2023-08-25T08:36:39.711991Z,675,,0.0,2340,0.0,0.1,0.2,4,0,0,0,0.12,397,433,1.0,11.4,11,0,u,0.00,81,0.0,310,1,0,False,0.0,0,1,0.57
358,Rico Lewis,43,DEF,Man City,0,373,0,0,69500,0,1.08,-2,0,2,,,107,0.06,600,0.54,147,273,115,130,1.2,0,130,2.3,6.0,416,155,0.06,154,1.03,,0,R.Lewis,0.3,0.0,,0.0,43,2,129,0,0.00,,,347,,0.0,52381,0.2,10.5,3.5,56,1,0,0,0.11,423,362,3.0,5.8,166,0,a,0.11,965,1.08,368,2,0,False,0.7,0,15,0.56
359,Riyad Mahrez,75,MID,Man City,0,0,0,0,5446,0,0.0,0,0,0,,,185,0.0,19,0.0,321,524,320,321,0.0,0,740,0.0,0.0,741,12,0.0,321,0.00,0.0,0,Mahrez,0.0,0.0,0.0,0.0,321,0,321,0,0.00,Permanent transfer to Al-Ahli,2023-07-31T07:05:47.120993Z,736,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,741,741,0.0,0.0,0,0,u,0.00,13,0.0,741,0,0,False,0.0,0,0,0.0
361,Stefan Ortega Moreno,39,GKP,Man City,0,1871,0,2,58702,0,0.0,-1,0,1,,,25,0.0,716,1.0,26,191,23,14,1.5,0,231,1.9,0.0,424,73,0.0,26,0.83,,0,Ortega Moreno,0.8,0.0,,2.0,23,0,7,0,0.00,,,297,,0.1,64346,0.5,0.0,0.5,12,1,0,0,0.00,381,440,2.0,18.6,90,0,a,0.00,1379,1.0,415,1,0,False,1.0,0,2,0.83
363,Máximo Perrone,44,MID,Man City,0,0,0,0,2190,0,0.0,-1,0,0,,,268,0.0,550,0.0,241,664,212,237,0.0,0,620,0.0,0.0,614,306,0.0,236,0.00,0.0,0,Perrone,0.0,0.0,0.0,0.0,245,0,231,0,0.00,Season-long loan to UD Las Palmas,2023-08-25T08:39:41.545276Z,565,,0.0,332,0.0,0.0,0.0,0,0,0,0,0.00,607,598,0.0,0.0,0,0,u,0.00,9,0.0,584,1,0,False,0.0,0,0,0.0
364,Kalvin Phillips,48,MID,Man City,0,49,0,0,3863,0,0.0,-2,0,0,,,190,0.14,288,2.02,188,532,172,186,1.2,0,409,3.1,6.0,405,188,0.07,172,1.58,,0,Phillips,0.0,0.07,,0.0,195,0,191,0,0.07,,,362,,0.0,1678,0.2,9.3,0.8,14,2,0,0,0.14,385,369,1.0,16.2,89,0,a,0.07,73,0.0,375,2,0,False,0.7,0,4,1.6
365,Rodrigo Hernandez,56,MID,Man City,1,11649,3,0,1151806,5,0.44,1,0,10,,,22,0.35,90,0.88,22,70,19,34,5.8,0,42,67.2,171.0,32,55,0.23,10,10.76,100.0,0,Rodrigo,6.0,0.12,100.0,0.0,24,4,37,0,1.13,,2023-09-23T21:30:07.288023Z,41,,0.9,1172224,4.8,206.5,8.0,211,8,4,3,3.20,27,44,4.5,294.0,820,0,a,2.07,5607,1.1,58,-1,1,False,5.3,6,45,1.18
366,Sergio Gómez,39,DEF,Man City,0,251,1,0,112016,0,0.0,-1,0,0,,,68,0.48,736,0.0,138,175,126,121,0.0,0,183,3.8,4.0,389,236,0.48,142,0.02,0.0,0,Sergio Gómez,1.0,0.0,0.0,0.0,61,0,136,0,0.00,Ankle injury - Expected back 25 Nov,2023-11-04T21:00:08.878260Z,403,,0.0,113732,0.0,14.6,1.3,17,0,0,0,0.08,378,346,2.5,19.4,15,0,i,0.08,4514,0.0,382,1,0,False,0.0,0,5,0.12
367,Zack Steffen,39,GKP,Man City,0,457,0,0,11871,0,0.0,-1,0,0,,,46,0.0,723,0.0,35,306,33,18,1.0,0,475,0.0,0.0,470,77,0.0,35,0.00,,0,Steffen,0.2,0.0,,0.0,35,0,11,0,0.00,,,393,,0.0,16268,0.0,0.0,0.0,0,0,0,0,0.00,464,447,0.0,0.0,0,0,a,0.00,409,0.0,422,1,0,False,0.5,0,0,0.0
368,John Stones,53,DEF,Man City,0,145,0,0,2175059,0,0.7,-2,0,3,,,45,0.02,133,0.7,127,105,18,72,0.0,0,77,7.9,6.0,352,11,0.02,137,2.23,0.0,0,Stones,3.1,0.0,0.0,0.0,20,2,133,0,0.00,Muscle injury - Unknown return date,2023-11-08T09:00:09.561253Z,75,,0.7,84082,3.5,44.0,2.8,70,2,0,0,0.06,355,245,3.8,28.8,256,0,i,0.06,15727,1.05,377,2,0,False,0.0,0,15,0.78
369,Kyle Walker,53,DEF,Man City,0,21547,1,0,744209,4,0.33,3,0,12,,,6,0.1,131,1.0,23,18,24,7,4.0,0,93,40.8,45.0,98,10,0.09,58,11.18,,0,Walker,16.5,0.01,,0.0,25,4,56,0,0.16,,,97,,0.6,1816976,3.0,218.1,8.1,231,12,1,0,1.22,154,40,3.6,144.8,1080,0,a,1.06,37922,1.0,213,-3,0,False,3.5,0,43,0.93
566,Matheus Luiz Nunes,49,MID,Man City,1,83,1,0,33071,0,0.24,-1,0,4,,,123,0.11,268,1.9,122,380,176,105,1.2,0,298,17.4,22.0,267,171,0.1,106,5.37,100.0,0,Matheus N.,0.1,0.01,100.0,0.0,137,1,144,0,0.05,,2023-08-19T18:00:07.522141Z,367,,0.0,20835,0.2,78.8,2.2,53,8,0,0,0.49,263,163,1.6,73.8,379,0,a,0.44,429,0.95,281,1,0,False,0.7,0,11,1.28
616,Joško Gvardiol,50,DEF,Man City,0,4578,0,0,506565,1,0.37,0,0,8,,,34,0.1,210,0.98,47,87,49,22,3.0,0,138,29.6,51.0,171,27,0.07,62,8.29,,0,Gvardiol,4.3,0.03,,0.0,45,3,45,0,0.22,,,163,,0.4,544280,2.0,104.8,5.4,155,8,1,0,0.75,161,124,3.0,139.6,731,0,a,0.53,12419,0.98,196,0,0,False,2.5,0,27,1.02
678,Jérémy Doku,67,MID,Man City,0,75348,5,0,238065,6,0.0,2,1,7,,,19,0.39,43,1.47,21,56,4,37,8.2,-1,30,67.7,233.0,30,26,0.29,20,5.66,,0,Doku,7.2,0.1,,0.0,19,0,20,0,0.61,,,6,,1.1,942719,7.2,200.8,6.4,178,9,2,2,2.39,56,47,4.8,242.4,552,0,a,1.78,39884,1.14,34,-2,1,False,7.7,0,43,0.92
209,Mason Mount,68,MID,Man Utd,0,328,0,0,271072,0,0.23,-2,0,4,4.0,,61,0.12,36,1.36,120,185,130,101,2.0,0,312,18.0,40.0,264,20,0.07,129,6.92,100.0,0,Mount,0.9,0.05,100.0,0.0,146,1,119,0,0.20,,2023-08-22T20:00:06.396065Z,271,,0.1,23783,1.0,86.3,1.8,51,6,1,0,0.52,300,153,1.5,53.0,397,0,a,0.32,881,0.91,226,2,0,False,1.5,1,12,1.57
370,Alex Telles,45,DEF,Man Utd,0,0,0,0,689,0,0.0,0,0,0,,,235,0.0,366,0.0,234,699,219,234,0.0,0,628,0.0,0.0,622,60,0.0,234,0.00,0.0,0,Alex Telles,0.0,0.0,0.0,0.0,232,0,232,0,0.00,Permanent transfer to Al Nassr,2023-07-24T09:56:30.018038Z,576,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,616,612,0.0,0.0,0,0,u,0.00,6,0.0,600,0,0,False,0.0,0,0,0.0
371,Amad Diallo,44,MID,Man Utd,0,40,0,0,3394,0,0.0,-1,0,0,,,226,0.0,557,0.0,244,594,215,241,0.0,0,623,0.0,0.0,617,311,0.0,239,0.00,0.0,0,Amad,0.0,0.0,0.0,0.0,248,0,235,0,0.00,Knee injury - Unknown return date,2023-08-07T17:30:06.162100Z,569,,0.0,766,0.0,0.0,0.0,0,0,0,0,0.00,610,603,0.0,0.0,0,0,i,0.00,41,0.0,589,1,0,False,0.0,0,0,0.0
372,Antony Matheus dos Santos,68,MID,Man Utd,0,294,0,0,104006,0,0.37,-2,0,6,,,71,0.31,39,0.93,100,219,106,74,2.5,0,288,25.7,92.0,201,23,0.15,136,8.01,100.0,0,Antony,0.6,0.16,100.0,0.0,133,2,76,0,0.84,,2023-09-11T09:00:09.278158Z,224,,0.2,21115,1.5,122.1,2.2,56,5,2,0,1.63,312,102,1.7,44.8,486,0,a,0.79,601,1.11,124,2,0,False,2.0,1,15,1.48
373,Bruno Borges Fernandes,83,MID,Man Utd,0,24017,2,0,2204565,10,0.33,-2,0,12,2.0,1.0,8,0.58,9,1.33,4,21,12,1,6.5,0,40,108.4,257.0,6,6,0.3,4,19.10,,0,B.Fernandes,15.2,0.28,,0.0,23,4,17,0,3.41,,,22,1.0,0.7,1139985,5.5,483.8,6.6,218,16,4,3,7.02,10,2,4.6,343.8,1080,0,a,3.61,35513,1.0,31,2,2,False,6.0,3,55,1.59
374,Brandon Williams,40,DEF,Man Utd,0,0,0,0,11865,0,0.0,0,0,0,,,172,0.0,654,0.0,186,446,151,184,0.0,0,523,0.0,0.0,519,185,0.0,186,0.00,0.0,0,B.Williams,0.1,0.0,0.0,0.0,182,0,175,0,0.00,Season-long loan to Ipswich Town,2023-08-25T08:38:04.574841Z,448,,0.0,1224,0.0,0.0,0.0,0,0,0,0,0.00,512,497,0.0,0.0,0,0,u,0.00,65,0.0,473,0,0,False,0.0,0,0,0.0
375,Eric Bailly,40,DEF,Man Utd,0,0,0,0,15291,0,0.0,0,0,0,,,157,0.0,640,0.0,178,403,141,176,0.0,0,511,0.0,0.0,507,175,0.0,178,0.00,0.0,0,Bailly,0.1,0.0,0.0,0.0,174,0,167,0,0.00,Permanent transfer to Süper Lig club Beşiktaş,2023-09-06T09:24:44.178755Z,434,,0.0,2895,0.0,0.0,0.0,0,0,0,0,0.00,500,485,0.0,0.0,0,0,u,0.00,110,0.0,461,0,0,False,0.0,0,0,0.0
376,Carlos Henrique Casimiro,54,MID,Man Utd,0,57,0,0,414572,0,0.28,-1,0,8,,,34,0.33,111,1.53,61,120,309,81,0.0,0,178,40.3,123.0,100,68,0.06,51,10.94,0.0,0,Casemiro,2.3,0.27,0.0,0.0,77,2,62,0,1.91,Hamstring injury - Expected back 14 Jan,2023-11-02T11:00:08.456584Z,714,,0.0,141443,0.0,112.6,3.9,94,11,1,1,2.32,128,114,2.6,167.2,648,0,i,0.41,8490,1.11,101,1,0,False,0.0,0,21,1.52
377,Diogo Dalot Teixeira,50,DEF,Man Utd,0,25913,0,0,210221,5,0.29,0,0,10,,,38,0.14,195,1.46,12,93,4,8,7.0,0,97,48.6,64.0,71,24,0.1,28,15.58,,0,Dalot,3.7,0.04,,0.0,29,3,34,0,0.40,,,15,,1.2,371256,6.0,212.1,7.6,206,15,2,1,1.43,86,42,3.5,209.4,924,0,a,1.03,5112,0.97,169,0,1,False,6.5,6,38,1.52
379,Christian Eriksen,59,MID,Man Utd,0,102,1,0,65331,4,0.15,-1,0,6,3.0,4.0,76,0.19,67,1.79,71,236,94,65,2.8,0,181,33.8,59.0,135,42,0.13,58,12.70,100.0,0,Eriksen,0.5,0.06,0.0,0.0,80,1,105,0,0.43,Knee injury - Expected back 09 Dec,2023-11-12T02:00:09.638191Z,199,,0.3,45175,1.8,129.7,4.9,135,12,0,1,1.31,148,90,2.6,148.4,603,0,i,0.88,2940,0.9,185,1,0,False,0.0,1,29,1.9
380,Álvaro Fernández Carreras,40,DEF,Man Utd,0,0,0,0,24098,0,0.0,0,0,0,,,138,0.0,697,0.0,205,365,172,203,0.0,0,557,0.0,0.0,552,214,0.0,206,0.00,0.0,0,Fernandez,0.1,0.0,0.0,0.0,202,0,196,0,0.00,Season-long loan to Granada CF,2023-09-02T08:57:43.838494Z,483,,0.0,5187,0.0,0.0,0.0,0,0,0,0,0.00,546,530,0.0,0.0,0,0,u,0.00,166,0.0,508,0,0,False,0.0,0,0,0.0
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,0,0,0,0,10660,0,0.0,0,0,0,,,193,0.0,172,0.0,304,535,291,302,0.0,0,711,0.0,0.0,711,106,0.0,304,0.00,0.0,0,Fred,0.0,0.0,0.0,0.0,304,0,301,0,0.00,Permanent transfer to Fenerbahce,2023-08-14T03:59:16.804199Z,688,,0.0,322,0.0,0.0,0.0,0,0,0,0,0.00,711,707,0.0,0.0,0,0,u,0.00,25,0.0,704,0,0,False,0.0,0,0,0.0
382,Alejandro Garnacho,47,MID,Man Utd,0,2445,0,0,236557,0,0.68,-3,0,4,,,52,0.26,331,0.9,70,161,82,77,2.8,0,295,34.2,181.0,133,215,0.07,141,7.22,,0,Garnacho,1.2,0.19,,0.0,135,3,32,0,0.85,,,183,,0.4,99883,1.8,120.6,3.4,40,4,1,0,1.17,325,105,1.6,42.2,399,0,a,0.32,2489,0.9,51,3,0,False,2.3,3,16,1.63
