id,name,now_cost,position,team,influence_rank_type,now_cost_rank,threat_rank_type,bps,points_per_game_rank,expected_assists_per_90,points_per_game_rank_type,total_points,transfers_in_event,transfers_out_event,form_rank,in_dreamteam,news,goals_conceded_per_90,expected_assists,corners_and_indirect_freekicks_order,expected_goals_conceded,cost_change_event_fall,form,minutes,chance_of_playing_next_round,expected_goals_conceded_per_90,starts,ep_next,web_name,selected_rank,points_per_game,assists,expected_goals_per_90,ict_index_rank,creativity_rank,chance_of_playing_this_round,status,penalties_saved,selected_by_percent,saves_per_90,saves,threat_rank,news_added,dreamteam_count,cost_change_event,transfers_in,ict_index_rank_type,influence_rank,direct_freekicks_order,event_points,goals_conceded,value_form,starts_per_90,expected_goal_involvements_per_90,selected_rank_type,cost_change_start,ep_this,penalties_missed,threat,red_cards,own_goals,clean_sheets_per_90,expected_goals,yellow_cards,creativity,ict_index,influence,expected_goal_involvements,penalties_order,clean_sheets,bonus,now_cost_rank_type,goals_scored,transfers_out,value_season,creativity_rank_type,cost_change_start_fall,form_rank_type
210,Mykhailo Mudryk,63,MID,Chelsea,90,56,79,93,140,0.24,59,30,1500,2976,67,False,,0.74,0.97,3.0,3.56,0,3.8,364,100.0,0.88,4,3.3,Mudryk,186,3.0,1,0.2,180,133,100.0,a,0,0.9,0.0,0,129,2023-10-28T18:00:08.330038Z,1,0,89597,89,227,,1,3,0.6,0.99,0.44,62,-2,2.8,0,89.0,0,0,0.74,0.79,2,96.1,28.7,101.2,1.76,,3,3,34,2,281935,4.8,93,2,35
211,Nicolas Jackson,68,FWD,Chelsea,5,40,3,153,83,0.11,14,42,65052,6284,18,False,,1.49,1.07,,12.56,0,6.0,848,100.0,1.33,9,5.5,N.Jackson,79,3.8,0,0.78,21,107,100.0,a,0,5.3,0.0,0,5,2023-10-11T10:30:08.636447Z,1,0,1207933,5,40,,5,14,0.9,0.96,0.89,14,-2,5.0,0,440.0,0,0,0.32,7.38,7,118.0,82.1,265.0,8.45,3.0,3,5,15,6,2202323,6.2,10,2,3
212,Christopher Nkunku,73,FWD,Chelsea,94,25,94,0,739,0.0,94,0,2810,571,734,False,Knee injury - Expected back 25 Nov,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Nkunku,226,0.0,0,0.0,740,740,0.0,i,0,0.5,0.0,0,740,2023-08-03T09:30:04.720287Z,0,0,8390,94,740,,0,0,0.0,0.0,0.0,39,-2,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,10,0,117480,0.0,94,2,93
213,Christian Pulisic,55,MID,Chelsea,317,100,317,0,729,0.0,317,0,0,2,719,False,Permanent transfer to AC Milan,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Pulisic,712,0.0,0,0.0,730,730,0.0,u,0,0.0,0.0,0,729,2023-07-14T08:03:53.480692Z,0,0,0,317,730,,0,0,0.0,0.0,0.0,298,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,61,0,392,0.0,317,0,312
214,Malang Sarr,43,DEF,Chelsea,221,585,217,0,577,0.0,218,0,95,126,512,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,M.Sarr,412,0.0,0,0.0,571,553,,a,0,0.1,0.0,0,536,,0,0,3658,220,565,,0,0,0.0,0.0,0.0,161,-2,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,144,0,7898,0.0,220,2,197
215,Gabriel Słonina,40,GKP,Chelsea,69,682,46,0,545,0.0,69,0,0,30,471,False,Season long loan to KAS Eupen,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Slonina,554,0.0,0,0.0,540,518,0.0,u,0,0.0,0.0,0,496,2023-08-11T10:44:59.272960Z,0,0,0,69,534,,0,0,0.0,0.0,0.0,73,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,61,0,3697,0.0,53,0,68
216,Raheem Sterling,69,MID,Chelsea,23,34,3,169,23,0.16,14,60,70900,8683,68,False,,1.36,1.80,,14.25,0,3.8,990,,1.3,11,3.3,Sterling,55,5.0,4,0.26,13,35,,a,0,7.2,0.0,0,7,,2,0,2068293,10,63,4.0,6,15,0.6,1.0,0.42,18,-1,2.8,0,412.0,0,0,0.18,2.86,3,239.1,88.5,233.6,4.66,2.0,2,6,19,4,1683671,8.7,28,1,36
217,Thiago Emiliano da Silva,50,DEF,Chelsea,5,167,20,238,128,0.03,42,37,13305,2843,134,False,,1.33,0.33,,15.34,0,2.2,1080,,1.28,12,1.7,T.Silva,97,3.1,0,0.02,92,194,,a,0,3.5,0.0,0,147,,0,0,250660,19,28,,6,16,0.4,1.0,0.05,40,0,1.2,0,78.0,0,0,0.25,0.23,2,62.7,43.4,293.4,0.56,,3,2,18,1,231683,7.4,53,0,37
218,Hakim Ziyech,54,MID,Chelsea,315,114,314,0,726,0.0,315,0,0,39,715,False,Season long loan to Galatasaray,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Ziyech,442,0.0,0,0.0,726,726,0.0,u,0,0.1,0.0,0,723,2023-08-21T08:29:13.470637Z,0,0,1010,315,726,,0,0,0.0,0.0,0.0,145,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,71,0,16161,0.0,315,1,310
362,Cole Palmer,52,MID,Chelsea,27,159,31,167,33,0.27,20,47,205336,4263,10,False,,1.5,1.80,2.0,9.74,-1,6.5,602,100.0,1.46,6,6.0,Palmer,48,4.7,3,0.71,44,41,100.0,a,0,7.7,0.0,0,49,2023-10-08T10:00:09.839092Z,2,1,894723,33,70,1.0,6,10,1.2,0.9,0.98,16,2,5.5,0,188.0,0,0,0.15,4.74,3,212.3,62.6,227.8,6.54,1.0,1,4,99,4,145715,9.0,32,-2,6
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,311,212,309,0,721,0.0,311,0,0,1,702,False,Season long loan to Strasbourg until the end of the season,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Ângelo,719,0.0,0,0.0,721,719,0.0,u,0,0.0,0.0,0,716,2023-08-10T13:51:38.491138Z,0,0,0,311,721,,0,0,0.0,0.0,0.0,302,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,133,0,985,0.0,310,0,300
609,Ian Maatsen,52,MID,Chelsea,169,162,152,17,441,0.15,218,6,61,102,373,False,,0.84,0.18,,3.11,0,0.2,107,,2.62,0,-0.3,Maatsen,503,0.9,0,0.34,351,256,,a,0,0.1,0.0,0,296,,0,0,2344,159,380,,0,1,0.0,0.0,0.49,174,-3,-0.8,0,19.0,0,0,0.0,0.40,1,41.0,7.9,19.0,0.58,,0,0,101,0,9444,1.2,142,3,181
611,Axel Disasi,50,DEF,Chelsea,29,196,21,186,98,0.11,30,38,4106,10515,266,False,,1.21,1.17,,12.65,0,1.0,966,100.0,1.18,11,0.5,Disasi,86,3.5,0,0.07,140,228,100.0,a,0,4.5,0.0,0,148,2023-10-10T12:00:09.181007Z,1,0,876960,38,87,,0,13,0.2,1.02,0.18,33,0,0.0,0,78.0,0,0,0.28,0.78,2,49.5,33.7,209.4,1.95,,3,3,25,1,654504,7.6,65,0,87
613,Lesley Ugochukwu,44,MID,Chelsea,160,559,198,37,356,0.06,168,9,765,844,311,False,,1.26,0.09,,3.89,0,0.5,143,,2.45,1,0.0,Ugochukwu,278,1.1,0,0.0,381,327,,a,0,0.3,0.0,0,397,,0,0,41465,175,361,,1,2,0.1,0.63,0.06,89,-1,-0.5,0,2.0,0,0,0.63,0.00,1,19.1,4.7,26.4,0.09,,1,0,313,0,30376,2.0,170,1,145
623,Mason Burstow,45,FWD,Chelsea,53,454,54,6,395,0.0,48,2,0,86,640,False,Season-long loan to Sunderland,11.25,0.00,,0.90,0,0.0,8,0.0,10.12,0,0.0,Burstow,451,1.0,0,0.0,446,415,0.0,u,0,0.1,0.0,0,400,2023-09-01T21:50:53.219365Z,0,0,4401,54,448,,0,1,0.0,0.0,0.0,66,0,0.0,0,2.0,0,0,0.0,0.00,0,0.6,0.3,0.4,0.00,,0,0,85,0,13228,0.4,52,0,78
659,Lucas Bergström,40,GKP,Chelsea,72,689,49,0,550,0.0,72,0,20,27,476,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Bergström,570,0.0,0,0.0,545,523,,a,0,0.0,0.0,0,501,,0,0,1550,72,539,,0,0,0.0,0.0,0.0,75,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,64,0,1192,0.0,56,0,71
667,Roméo Lavia,49,MID,Chelsea,302,271,299,0,709,0.0,302,0,18,19,686,False,Ankle injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Lavia,703,0.0,0,0.0,709,705,0.0,i,0,0.0,0.0,0,702,2023-08-24T14:00:07.676377Z,0,0,1043,302,709,,0,0,0.0,0.0,0.0,291,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,173,0,1255,0.0,300,1,289
671,Bashir Humphreys,40,DEF,Chelsea,196,675,186,0,540,0.0,193,0,0,5,465,False,Season-long loan to Swansea City,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Humphreys,671,0.0,0,0.0,535,513,0.0,u,0,0.0,0.0,0,490,2023-09-03T20:06:46.325160Z,0,0,629,196,528,,0,0,0.0,0.0,0.0,228,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,200,0,915,0.0,194,0,162
677,Deivid Washington de Souza Eugênio,45,FWD,Chelsea,79,469,53,3,399,0.0,50,1,330,268,358,False,,10.0,0.00,,1.64,0,0.2,9,,16.4,0,-0.3,Deivid,458,1.0,0,4.7,444,431,,a,0,0.1,0.0,0,386,,0,0,7958,53,683,,0,1,0.0,0.0,4.7,69,0,-0.8,0,4.0,0,0,0.0,0.47,0,0.1,0.4,0.0,0.47,,0,0,88,0,4986,0.2,56,0,46
680,Eddie Beach,40,GKP,Chelsea,70,685,47,0,548,0.0,70,0,30,35,474,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Beach,637,0.0,0,0.0,543,521,,a,0,0.0,0.0,0,499,,0,0,945,70,537,,0,0,0.0,0.0,0.0,79,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,62,0,586,0.0,54,0,69
681,Diego Manuel Jadon da Silva Moreira,45,MID,Chelsea,265,435,261,0,668,0.0,272,0,0,6,623,False,Season-long loan to Lyon,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Diego Moreira,726,0.0,0,0.0,665,654,0.0,u,0,0.0,0.0,0,645,2023-09-03T20:11:21.942763Z,0,0,236,269,659,,0,0,0.0,0.0,0.0,307,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,250,0,270,0.0,266,0,243
687,Djordje Petrovic,45,GKP,Chelsea,83,416,72,0,655,0.0,83,0,59,86,605,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Petrovic,542,0.0,0,0.0,649,639,,a,0,0.0,0.0,0,629,,0,0,1802,83,643,,0,0,0.0,0.0,0.0,71,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,21,0,1594,0.0,75,0,82
716,Alfie Gilchrist,40,DEF,Chelsea,205,696,195,0,556,0.0,201,0,68,60,482,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Gilchrist,621,0.0,0,0.0,551,529,,a,0,0.0,0.0,0,507,,0,0,1356,204,545,,0,0,0.0,0.0,0.0,216,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,213,0,807,0.0,202,0,171
717,Ronnie Stutter,45,FWD,Chelsea,74,446,76,0,677,0.0,78,0,282,147,633,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Stutter,558,0.0,0,0.0,674,663,,a,0,0.0,0.0,0,654,,0,0,3431,76,668,,0,0,0.0,0.0,0.0,77,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,81,0,1886,0.0,76,0,74
718,Alex Matos,45,MID,Chelsea,273,447,269,2,393,0.0,184,1,48,36,634,False,,0.0,0.00,,0.00,0,0.0,1,,0.0,0,-0.5,Matos,687,1.0,0,0.0,675,664,,a,0,0.0,0.0,0,655,,0,0,911,277,669,,0,0,0.0,0.0,0.0,283,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,260,0,547,0.2,274,0,252
723,Josh Brooking,40,DEF,Chelsea,189,662,178,0,528,0.0,185,0,74,54,453,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Brooking,644,0.0,0,0.0,524,502,,a,0,0.0,0.0,0,478,,0,0,885,189,517,,0,0,0.0,0.0,0.0,221,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,191,0,435,0.0,187,0,154
7,Rob Holding,43,DEF,Crystal Palace,218,579,212,0,574,0.0,216,0,104,160,506,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Holding,363,0.0,0,0.0,567,549,,a,0,0.1,0.0,0,530,,0,0,4960,217,561,,0,0,0.0,0.0,0.0,137,-2,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,139,0,12126,0.0,217,2,192
219,Naouirou Ahamada,43,MID,Crystal Palace,189,599,208,21,372,0.04,174,6,9596,4344,277,False,,2.34,0.03,,2.76,0,0.8,77,100.0,3.23,0,1.3,Ahamada,167,1.0,0,0.0,429,382,100.0,a,0,1.1,0.0,0,540,2023-09-22T13:30:07.934644Z,0,0,136214,200,415,,1,2,0.2,0.0,0.04,56,-2,0.8,0,0.0,0,0,0.0,0.00,0,4.9,1.4,8.2,0.03,,0,0,319,0,56955,1.4,190,2,131
220,Joachim Andersen,51,DEF,Crystal Palace,1,164,4,280,21,0.06,5,60,67578,21399,135,True,,1.33,0.67,,17.70,0,2.2,1080,,1.48,12,2.7,Andersen,13,5.0,1,0.07,35,80,,a,0,23.5,0.0,0,90,,3,0,2581973,3,4,,1,16,0.4,1.0,0.13,4,6,2.2,0,130.0,0,0,0.42,0.84,2,141.7,65.4,383.2,1.51,,5,9,17,2,487465,11.8,16,-6,38
221,Jordan Ayew,54,MID,Crystal Palace,44,112,22,114,117,0.1,51,38,2117,1808,64,False,,1.15,1.18,,14.79,0,3.8,1014,100.0,1.31,12,4.3,J.Ayew,217,3.2,3,0.15,56,72,100.0,a,0,0.6,0.0,0,38,2023-09-16T20:00:07.282243Z,0,0,73878,39,114,,2,13,0.7,1.07,0.25,70,-1,3.8,0,213.0,0,0,0.44,1.74,4,149.0,54.9,186.8,2.92,,5,0,69,1,55964,7.0,53,1,33
222,Nathaniel Clyne,44,DEF,Crystal Palace,147,478,130,30,166,0.01,54,8,101,212,306,False,,0.0,0.01,,1.95,0,0.5,130,,1.35,1,1.0,Clyne,389,2.7,0,0.02,423,385,,a,0,0.1,0.0,0,369,,0,0,5422,151,400,,0,0,0.1,0.69,0.03,147,-1,0.5,0,6.0,0,0,0.69,0.03,0,3.6,2.0,10.4,0.04,,1,0,91,0,9129,1.8,140,1,102
223,Cheick Doucouré,50,MID,Crystal Palace,55,205,128,129,243,0.06,106,20,248,318,237,False,,1.25,0.54,,13.59,0,1.2,867,100.0,1.41,10,1.7,C.Doucouré,429,2.0,0,0.03,168,115,100.0,a,0,0.1,0.0,0,241,2023-10-06T23:00:08.561317Z,0,0,10882,83,141,,0,12,0.2,1.04,0.09,139,0,1.2,0,36.0,0,0,0.31,0.28,2,112.2,30.5,155.6,0.82,,3,0,128,0,10740,4.0,82,0,112
224,Malcolm Ebiowei,45,MID,Crystal Palace,254,411,250,0,651,0.0,262,0,57,69,601,False,,0.0,0.00,,0.00,0,0.0,0,100.0,0.0,0,0.5,Ebiowei,552,0.0,0,0.0,645,635,100.0,a,0,0.0,0.0,0,625,2023-08-17T14:00:07.032627Z,0,0,1802,258,639,,0,0,0.0,0.0,0.0,202,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,236,0,5042,0.0,255,0,230
225,Odsonne Edouard,55,FWD,Crystal Palace,8,102,5,164,51,0.04,9,46,32361,6148,121,False,,1.15,0.47,,12.81,0,2.5,943,100.0,1.22,11,3.0,Edouard,90,4.2,0,0.39,22,101,100.0,a,0,3.9,0.0,0,8,2023-09-24T18:00:07.480397Z,0,0,791767,6,61,3.0,6,12,0.5,1.05,0.43,15,0,2.5,0,409.0,0,0,0.38,4.05,2,122.2,77.1,237.6,4.52,3.0,4,6,30,5,625800,8.4,9,0,20
226,Eberechi Eze,61,MID,Crystal Palace,33,61,19,144,70,0.24,35,35,32553,2520,122,False,,1.2,1.98,1.0,12.35,0,2.5,749,100.0,1.48,8,3.0,Eze,92,3.9,2,0.38,23,17,100.0,a,0,3.8,0.0,0,33,2023-10-04T08:30:08.801501Z,0,0,336627,16,90,1.0,6,10,0.4,0.96,0.62,26,-4,2.5,0,238.0,0,0,0.36,3.15,2,319.4,76.6,208.2,5.13,2.0,3,1,38,2,1494594,5.7,13,4,60
227,Vicente Guaita,44,GKP,Crystal Palace,81,474,61,0,583,0.0,81,0,0,363,522,False,Signed for Celta Vigo,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Guaita,295,0.0,0,0.0,577,560,0.0,u,0,0.2,0.0,0,545,2023-09-02T08:56:40.331253Z,0,0,2528,81,571,,0,0,0.0,0.0,0.0,43,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,23,0,65027,0.0,67,1,80
228,Marc Guéhi,46,DEF,Crystal Palace,18,339,88,220,74,0.02,18,42,14031,6690,180,False,,1.18,0.19,,14.49,0,1.8,990,100.0,1.32,11,2.3,Guéhi,80,3.8,0,0.05,172,268,100.0,a,0,5.3,0.0,0,277,2023-09-13T15:30:08.533559Z,1,0,519847,48,62,,1,13,0.4,1.0,0.07,30,1,1.8,0,23.0,0,0,0.45,0.58,1,37.1,29.5,235.2,0.77,,5,6,44,0,172520,9.1,83,-1,56
229,Will Hughes,49,MID,Crystal Palace,73,228,125,85,228,0.09,98,19,69,48,132,False,,1.73,0.64,4.0,12.90,0,2.2,677,100.0,1.71,8,2.7,Hughes,640,2.1,0,0.02,162,70,100.0,a,0,0.0,0.0,0,237,2023-08-06T23:30:05.660088Z,0,0,1330,81,185,,2,13,0.4,1.06,0.11,255,-1,2.2,0,37.0,0,0,0.53,0.15,2,150.2,30.9,123.0,0.79,,4,0,145,0,1081,3.9,51,1,62
230,Sam Johnstone,46,GKP,Crystal Palace,16,337,73,213,47,0.0,4,50,29682,6554,91,False,,1.33,0.00,,17.70,0,3.0,1080,,1.48,12,3.5,Johnstone,72,4.2,0,0.0,229,679,,a,0,5.6,2.42,29,672,,2,0,540757,16,82,,1,16,0.7,1.0,0.0,13,1,3.0,0,0.0,0,0,0.42,0.00,0,0.0,21.6,215.6,0.00,,5,7,13,0,196725,10.9,76,-1,6
231,Jefferson Lerma Solís,47,MID,Crystal Palace,72,318,95,112,144,0.1,61,23,1086,170,71,False,,1.66,0.82,,10.83,0,3.5,704,100.0,1.38,8,4.0,Lerma,377,2.9,1,0.04,141,79,100.0,a,0,0.1,0.0,0,163,2023-09-15T15:30:07.837506Z,0,0,5911,72,184,,8,13,0.7,1.02,0.14,120,-3,3.5,0,68.0,0,0,0.26,0.35,1,144.1,33.5,123.2,1.17,,2,3,207,0,30377,4.9,58,3,38
232,Jean-Philippe Mateta,49,FWD,Crystal Palace,31,256,40,46,206,0.11,29,21,807,1830,288,False,,1.89,0.46,,9.19,0,0.8,381,,2.17,3,1.3,Mateta,227,2.3,3,0.09,243,176,,a,0,0.5,0.0,0,189,,0,0,76867,34,266,,1,8,0.2,0.71,0.2,40,-1,0.8,0,58.0,0,0,0.47,0.36,1,70.8,20.1,72.8,0.82,,2,0,54,0,69224,4.3,22,1,36
233,Remi Matthews,40,GKP,Crystal Palace,56,636,33,0,507,0.0,56,0,83,99,430,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Matthews,384,0.0,0,0.0,503,481,,a,0,0.1,0.0,0,457,,0,0,2662,56,496,,0,0,0.0,0.0,0.0,56,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,48,0,5403,0.0,40,0,55
234,Tyrick Mitchell,47,DEF,Crystal Palace,20,326,62,229,48,0.07,9,50,72217,9593,54,False,,1.36,0.85,,17.45,-1,4.0,1059,100.0,1.48,12,4.5,Mitchell,64,4.2,1,0.04,106,112,100.0,a,0,6.5,0.0,0,220,2023-10-28T08:30:08.353664Z,1,1,706337,26,65,,1,16,0.9,1.02,0.11,22,2,4.0,0,42.0,0,0,0.42,0.42,2,113.6,38.7,232.2,1.27,,5,5,41,1,112457,10.6,21,-2,16
235,Jake O'Brien,40,DEF,Crystal Palace,204,695,194,0,555,0.0,200,0,0,48,481,False,Permanent transfer to Lyon,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,O'Brien,501,0.0,0,0.0,550,528,0.0,u,0,0.1,0.0,0,506,2023-08-17T06:14:22.523517Z,0,0,415,203,544,,0,0,0.0,0.0,0.0,192,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,212,0,9579,0.0,201,0,170
236,Michael Olise,58,MID,Crystal Palace,212,80,185,2,432,0.08,214,1,1568,190,379,False,,3.91,0.02,2.0,0.24,0,0.2,23,100.0,0.94,0,0.7,Olise,445,1.0,0,0.9,434,405,100.0,a,0,0.1,0.0,0,364,2023-07-05T16:30:03.780925Z,0,0,4285,202,449,2.0,1,1,0.0,0.0,0.98,146,-2,0.2,0,8.0,0,0,0.0,0.23,0,1.4,1.0,0.4,0.25,,0,0,50,0,11889,0.2,202,2,184
237,Luke Plange,45,FWD,Crystal Palace,66,413,68,0,653,0.0,72,0,0,15,603,False,"Half season loan to Carlisle United, expected back in January",0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Plange,660,0.0,0,0.0,647,637,0.0,u,0,0.0,0.0,0,627,2023-08-02T07:30:53.481421Z,0,0,0,68,641,,0,0,0.0,0.0,0.0,90,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,73,0,1415,0.0,69,0,66
238,Chris Richards,39,DEF,Crystal Palace,140,734,152,17,362,0.0,121,4,1063,950,340,False,,2.43,0.00,,3.98,0,0.2,111,,3.23,1,0.7,C.Richards,220,1.0,0,0.0,417,420,,a,0,0.6,0.0,0,430,,0,0,40869,148,374,,0,3,0.1,0.81,0.0,83,-1,0.2,0,0.0,0,0,0.0,0.00,0,0.3,2.2,21.8,0.00,,0,0,234,0,33329,1.0,154,1,109
239,Jairo Riedewald,44,MID,Crystal Palace,188,501,188,10,235,0.03,101,4,105,197,537,False,,0.0,0.03,,1.39,0,0.0,86,100.0,1.45,1,0.5,Riedewald,441,2.0,0,0.0,427,387,100.0,a,0,0.1,0.0,0,370,2023-09-27T09:00:08.517252Z,0,0,7252,198,414,,0,0,0.0,1.05,0.03,144,-1,0.0,0,6.0,0,0,1.05,0.00,0,3.3,1.7,8.4,0.03,,1,0,285,0,6974,0.9,193,1,197
240,Jeffrey Schlupp,49,MID,Crystal Palace,78,223,53,86,168,0.04,75,30,461,256,94,False,,1.07,0.37,,11.02,0,3.0,758,100.0,1.31,11,3.5,Schlupp,371,2.7,0,0.14,111,92,100.0,a,0,0.1,0.0,0,85,2023-10-07T21:00:07.840898Z,0,0,10556,63,196,,2,9,0.6,1.31,0.18,117,-1,3.0,0,132.0,0,0,0.47,1.22,0,128.4,37.6,117.6,1.59,,4,1,141,1,15629,6.1,67,1,49
241,James Tomkins,40,DEF,Crystal Palace,158,619,158,3,364,0.0,123,1,15,732,415,False,Calf injury - Expected back 11 Nov,0.0,0.00,,0.00,0,0.0,1,0.0,0.0,0,0.0,Tomkins,241,1.0,0,0.0,489,466,0.0,i,0,0.5,0.0,0,442,2023-10-20T15:30:08.713409Z,0,0,19206,169,450,,0,0,0.0,0.0,0.0,94,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.2,0.00,,0,0,164,0,60242,0.2,167,0,132
242,Joel Ward,45,DEF,Crystal Palace,64,353,80,141,185,0.01,62,27,1181,431,209,False,,1.5,0.16,,16.00,0,1.5,961,100.0,1.5,11,2.0,Ward,276,2.5,0,0.06,232,234,100.0,a,0,0.3,0.0,0,264,2023-10-06T23:00:08.664937Z,0,0,22788,72,163,,1,16,0.3,1.03,0.07,109,0,1.5,0,27.0,0,1,0.37,0.69,3,48.3,21.2,137.8,0.85,,4,0,52,0,22507,6.0,67,0,67
243,Joe Whitworth,40,GKP,Crystal Palace,73,692,50,0,553,0.0,73,0,123,672,479,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Whitworth,171,0.0,0,0.0,548,526,,a,0,1.1,0.0,0,504,,0,0,18241,73,542,,0,0,0.0,0.0,0.0,22,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,65,0,39305,0.0,57,0,72
385,Dean Henderson,44,GKP,Crystal Palace,82,499,63,0,595,0.0,82,0,38,394,535,False,Thigh injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Henderson,298,0.0,0,0.0,590,573,0.0,i,0,0.2,0.0,0,559,2023-09-27T09:00:08.768948Z,0,0,15109,82,583,,0,0,0.0,0.0,0.0,44,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,25,0,34384,0.0,68,1,81
615,Matheus França de Oliveira,49,MID,Crystal Palace,195,272,194,8,425,0.23,208,2,6,48,331,False,,0.0,0.08,3.0,0.36,0,0.5,31,100.0,1.05,0,1.0,Matheus França,689,1.0,0,0.23,369,232,100.0,a,0,0.0,0.0,0,381,2023-08-08T11:00:07.451047Z,0,0,733,169,426,,0,0,0.1,0.0,0.46,284,-1,0.5,0,5.0,0,0,0.0,0.08,0,49.1,5.8,4.6,0.16,,0,0,174,0,1175,0.4,128,1,159
657,Jesurun Rak-Sakyi,45,MID,Crystal Palace,164,414,106,21,329,0.1,152,8,6,246,313,False,Hamstring injury - Unknown return date,2.05,0.14,,3.21,0,0.5,132,0.0,2.19,0,0.0,Rak-Sakyi,560,1.3,0,0.28,320,292,0.0,i,0,0.0,0.0,0,186,2023-11-04T19:30:09.517669Z,0,0,5040,142,369,,0,3,0.1,0.0,0.38,206,0,0.0,0,58.0,0,0,0.68,0.41,0,28.2,11.0,23.2,0.54,,1,0,238,0,3196,1.8,155,0,146
658,John-Kymani Gordon,45,FWD,Crystal Palace,67,417,69,0,656,0.0,73,0,0,67,606,False,Season-long loan to Cambridge United,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Gordon,513,0.0,0,0.0,650,640,0.0,u,0,0.0,0.0,0,630,2023-09-01T14:48:20.031299Z,0,0,7045,69,644,,0,0,0.0,0.0,0.0,72,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,74,0,8818,0.0,70,0,67
